part_id,group_id,member_id,conf_cond,comm_cond,itemnum,grouping,resp,resp_rt,conf,conf_rt,correct_resp,resp_acc,item_mean,consensus,sex,education,eng_fl,age,trait_acc,trait_conf,eat_acc,eat_conf,rapm_acc,rapm_conf,agreeableness,conscientiousness,extraversion,intellect,neuroticism
155a,155,a,Low,Isolated,3,ind,1,5.166,70,3.711,1,TRUE,0.885714286,agree,0,1,1,22,39.16666667,58.55,45,74.5,33.33333333,42.6,2.5,5,1,2.5,1.25
155a,155,a,Low,Isolated,3,grp,1,2.63,60,11.625,1,TRUE,0.847619048,agree,0,1,1,22,39.16666667,58.55,45,74.5,33.33333333,42.6,2.5,5,1,2.5,1.25
155a,155,a,Low,Isolated,4,ind,2,4.501,55,3.9,1,FALSE,0.852380952,disagree,0,1,1,22,39.16666667,58.55,45,74.5,33.33333333,42.6,2.5,5,1,2.5,1.25
155a,155,a,Low,Isolated,4,grp,2,5.828,55,5.027,1,FALSE,0.842857143,disagree,0,1,1,22,39.16666667,58.55,45,74.5,33.33333333,42.6,2.5,5,1,2.5,1.25
155a,155,a,Low,Isolated,5,ind,1,3.45,100,2.864,2,FALSE,0.633333333,agree,0,1,1,22,39.16666667,58.55,45,74.5,33.33333333,42.6,2.5,5,1,2.5,1.25
155a,155,a,Low,Isolated,5,grp,1,0.969,100,2.176,2,FALSE,0.671428571,disagree,0,1,1,22,39.16666667,58.55,45,74.5,33.33333333,42.6,2.5,5,1,2.5,1.25
155a,155,a,Low,Isolated,6,ind,1,3.477,100,2.593,1,TRUE,0.814285714,agree,0,1,1,22,39.16666667,58.55,45,74.5,33.33333333,42.6,2.5,5,1,2.5,1.25
155a,155,a,Low,Isolated,6,grp,1,3.242,100,1.976,1,TRUE,0.819047619,agree,0,1,1,22,39.16666667,58.55,45,74.5,33.33333333,42.6,2.5,5,1,2.5,1.25
155a,155,a,Low,Isolated,7,ind,2,4.947,60,7.569,2,TRUE,0.70952381,disagree,0,1,1,22,39.16666667,58.55,45,74.5,33.33333333,42.6,2.5,5,1,2.5,1.25
155a,155,a,Low,Isolated,7,grp,2,0.999,60,4.055,2,TRUE,0.70952381,agree,0,1,1,22,39.16666667,58.55,45,74.5,33.33333333,42.6,2.5,5,1,2.5,1.25
155a,155,a,Low,Isolated,8,ind,1,4.059,100,2.98,1,TRUE,0.747619048,disagree,0,1,1,22,39.16666667,58.55,45,74.5,33.33333333,42.6,2.5,5,1,2.5,1.25
155a,155,a,Low,Isolated,8,grp,1,1.439,100,NA,1,TRUE,0.766666667,agree,0,1,1,22,39.16666667,58.55,45,74.5,33.33333333,42.6,2.5,5,1,2.5,1.25
155a,155,a,Low,Isolated,9,ind,2,5.586,50,4.279,1,FALSE,0.671428571,disagree,0,1,1,22,39.16666667,58.55,45,74.5,33.33333333,42.6,2.5,5,1,2.5,1.25
155a,155,a,Low,Isolated,9,grp,2,1.002,50,NA,1,FALSE,0.676190476,disagree,0,1,1,22,39.16666667,58.55,45,74.5,33.33333333,42.6,2.5,5,1,2.5,1.25
155a,155,a,Low,Isolated,10,ind,2,5.77,70,3.877,2,TRUE,0.838095238,agree,0,1,1,22,39.16666667,58.55,45,74.5,33.33333333,42.6,2.5,5,1,2.5,1.25
155a,155,a,Low,Isolated,10,grp,2,1.701,70,2.801,2,TRUE,0.833333333,agree,0,1,1,22,39.16666667,58.55,45,74.5,33.33333333,42.6,2.5,5,1,2.5,1.25
155b,155,b,Low,Isolated,1,ind,1,9.078,55,2.502,2,FALSE,0.638095238,disagree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,1,grp,1,2.778,55,4.106,2,FALSE,0.628571429,disagree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,2,ind,1,27.132,70,5.22,1,TRUE,0.723809524,disagree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,2,grp,1,2.101,65,3.387,1,TRUE,0.738095238,disagree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,3,ind,1,23.5,50,2.085,1,TRUE,0.885714286,agree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,3,grp,1,6.944,50,2.843,1,TRUE,0.847619048,agree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,4,ind,1,8.423,70,2.688,1,TRUE,0.852380952,disagree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,4,grp,1,4.073,65,2.672,1,TRUE,0.842857143,disagree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,5,ind,1,10.243,70,5.439,2,FALSE,0.633333333,agree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,5,grp,2,6.746,60,3.188,2,TRUE,0.671428571,disagree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,6,ind,1,6.558,95,4.762,1,TRUE,0.814285714,agree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,6,grp,1,1.149,90,3.911,1,TRUE,0.819047619,agree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,7,ind,1,12.463,65,2.777,2,FALSE,0.70952381,disagree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,7,grp,2,3.194,55,4.535,2,TRUE,0.70952381,agree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,8,ind,2,11.217,50,9.887,1,FALSE,0.747619048,disagree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,8,grp,1,0.523,60,NA,1,TRUE,0.766666667,agree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,9,ind,1,9.653,50,3.879,1,TRUE,0.671428571,disagree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,9,grp,1,3.099,60,NA,1,TRUE,0.676190476,disagree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,10,ind,2,7.227,95,5.357,2,TRUE,0.838095238,agree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
155b,155,b,Low,Isolated,10,grp,2,0.551,90,4.417,2,TRUE,0.833333333,agree,0,1,1,21,49.16666667,51.40833333,65,60.75,33.33333333,42.06666667,4.75,4.5,4,2.75,3
156a,156,a,Mixed,Isolated,1,ind,2,8.803,80,4.3,2,TRUE,0.638095238,agree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,1,grp,2,5.033,80,3.41,2,TRUE,0.628571429,agree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,2,ind,1,18.17,60,2.952,1,TRUE,0.723809524,agree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,2,grp,1,2.757,60,3.498,1,TRUE,0.738095238,agree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,3,ind,1,16.253,55,3.573,1,TRUE,0.885714286,agree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,3,grp,1,2.101,55,3.414,1,TRUE,0.847619048,agree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,4,ind,1,11.724,90,4.23,1,TRUE,0.852380952,agree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,4,grp,1,2.045,90,3.125,1,TRUE,0.842857143,agree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,5,ind,2,10.459,90,2.586,2,TRUE,0.633333333,disagree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,5,grp,2,0.881,90,3.001,2,TRUE,0.671428571,disagree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,6,ind,1,5.283,95,3.164,1,TRUE,0.814285714,agree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,6,grp,1,1.635,90,4.221,1,TRUE,0.819047619,agree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,7,ind,2,6.89,78,4.573,2,TRUE,0.70952381,disagree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,7,grp,2,1.35,80,3.313,2,TRUE,0.70952381,disagree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,8,ind,1,3.654,90,3.015,1,TRUE,0.747619048,agree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,8,grp,1,0.916,90,NA,1,TRUE,0.766666667,agree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,9,ind,2,12.775,55,3.165,1,FALSE,0.671428571,agree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,9,grp,2,2.726,55,NA,1,FALSE,0.676190476,agree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,10,ind,2,10.966,100,3.088,2,TRUE,0.838095238,agree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156a,156,a,Mixed,Isolated,10,grp,2,2.431,100,3.196,2,TRUE,0.833333333,agree,1,1,1,25,52.5,58.225,65,68.25,40,48.2,2.75,3,1.25,3,2.75
156b,156,b,Mixed,Isolated,1,ind,2,42.763,50,2.565,2,TRUE,0.638095238,agree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,1,grp,2,0.741,50,2.393,2,TRUE,0.628571429,agree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,2,ind,1,16.525,65,4.19,1,TRUE,0.723809524,agree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,2,grp,1,0.599,65,2.692,1,TRUE,0.738095238,agree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,3,ind,1,6.214,100,2.652,1,TRUE,0.885714286,agree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,3,grp,1,0.491,100,2.324,1,TRUE,0.847619048,agree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,4,ind,1,25.039,50,2.869,1,TRUE,0.852380952,agree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,4,grp,1,1.142,50,2.723,1,TRUE,0.842857143,agree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,5,ind,1,4.249,100,2.657,2,FALSE,0.633333333,disagree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,5,grp,1,0.6,100,2.183,2,FALSE,0.671428571,disagree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,6,ind,1,15.129,100,2.677,1,TRUE,0.814285714,agree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,6,grp,1,13.236,100,2.357,1,TRUE,0.819047619,agree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,7,ind,1,23.53,80,3.737,2,FALSE,0.70952381,disagree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,7,grp,1,0.877,70,13.86,2,FALSE,0.70952381,disagree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,8,ind,1,6,100,2.801,1,TRUE,0.747619048,agree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,8,grp,1,0.829,100,NA,1,TRUE,0.766666667,agree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,9,ind,2,39.524,50,2.751,1,FALSE,0.671428571,agree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,9,grp,2,1.3,50,NA,1,FALSE,0.676190476,agree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,10,ind,2,26.834,90,2.913,2,TRUE,0.838095238,agree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
156b,156,b,Mixed,Isolated,10,grp,2,0.673,90,2.564,2,TRUE,0.833333333,agree,0,4,1,24,80.83333333,85.575,75,88.75,86.66666667,82.4,4.5,3.5,2.75,4.5,3.75
157a,157,a,Mixed,Isolated,1,ind,2,16.802,50,2.571,2,TRUE,0.638095238,agree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,1,grp,2,2.889,50,2.454,2,TRUE,0.628571429,agree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,2,ind,1,4.439,80,3.327,1,TRUE,0.723809524,agree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,2,grp,1,3.035,90,5.346,1,TRUE,0.738095238,agree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,3,ind,1,6.4,60,2.642,1,TRUE,0.885714286,agree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,3,grp,1,1.538,60,2.849,1,TRUE,0.847619048,agree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,4,ind,1,5.742,50,2.415,1,TRUE,0.852380952,agree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,4,grp,1,2.3,50,2.381,1,TRUE,0.842857143,agree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,5,ind,2,15.172,50,2.459,2,TRUE,0.633333333,agree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,5,grp,2,1.755,50,2.101,2,TRUE,0.671428571,agree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,6,ind,1,3.602,50,9.834,1,TRUE,0.814285714,agree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,6,grp,2,0.4,60,2.393,1,FALSE,0.819047619,disagree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,7,ind,2,9.182,60,2.121,2,TRUE,0.70952381,agree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,7,grp,2,2.531,70,2.247,2,TRUE,0.70952381,agree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,8,ind,2,6.961,50,2.094,1,FALSE,0.747619048,disagree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,8,grp,1,1.8,50,NA,1,TRUE,0.766666667,agree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,9,ind,2,11.286,60,2.288,1,FALSE,0.671428571,disagree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,9,grp,2,0.775,60,NA,1,FALSE,0.676190476,disagree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,10,ind,2,9.305,100,2.468,2,TRUE,0.838095238,agree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157a,157,a,Mixed,Isolated,10,grp,2,0.883,100,2.241,2,TRUE,0.833333333,agree,0,1,1,19,84.16666667,91.875,75,83.75,93.33333333,100,3,3.25,1.75,4,3.5
157b,157,b,Mixed,Isolated,1,ind,2,23.217,70,4.579,2,TRUE,0.638095238,agree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,1,grp,2,5.1,70,4.075,2,TRUE,0.628571429,agree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,2,ind,1,10.889,70,3.53,1,TRUE,0.723809524,agree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,2,grp,1,3.197,70,2.935,1,TRUE,0.738095238,agree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,3,ind,1,16.133,80,5.385,1,TRUE,0.885714286,agree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,3,grp,1,2.549,80,2.971,1,TRUE,0.847619048,agree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,4,ind,1,33.596,60,4.955,1,TRUE,0.852380952,agree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,4,grp,1,0.85,60,3.458,1,TRUE,0.842857143,agree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,5,ind,2,12.757,80,4.408,2,TRUE,0.633333333,agree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,5,grp,2,1.061,80,2.924,2,TRUE,0.671428571,agree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,6,ind,1,13.492,90,4.551,1,TRUE,0.814285714,agree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,6,grp,1,1.258,90,3.345,1,TRUE,0.819047619,disagree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,7,ind,2,29.311,50,4.931,2,TRUE,0.70952381,agree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,7,grp,2,3.172,50,5.931,2,TRUE,0.70952381,agree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,8,ind,1,8.186,50,2.885,1,TRUE,0.747619048,disagree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,8,grp,1,0.777,50,NA,1,TRUE,0.766666667,agree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,9,ind,1,15.273,50,2.97,1,TRUE,0.671428571,disagree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,9,grp,1,1.74,50,NA,1,TRUE,0.676190476,disagree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,10,ind,2,7.331,80,3.61,2,TRUE,0.838095238,agree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
157b,157,b,Mixed,Isolated,10,grp,2,0.678,80,3.273,2,TRUE,0.833333333,agree,0,4,0,21,40,44.175,40,58.75,40,29.6,4.5,5,4.5,4,3.75
158b,158,b,High,Isolated,1,ind,1,19.224,50,2.573,2,FALSE,0.638095238,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,1,grp,1,5.85,50,2.921,2,FALSE,0.628571429,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,2,ind,1,2.764,100,2.027,1,TRUE,0.723809524,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,2,grp,1,4.408,100,7.126,1,TRUE,0.738095238,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,3,ind,1,2.34,80,1.859,1,TRUE,0.885714286,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,3,grp,1,0.323,80,2.516,1,TRUE,0.847619048,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,4,ind,1,2.139,80,2.347,1,TRUE,0.852380952,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,4,grp,1,0.304,80,2.103,1,TRUE,0.842857143,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,5,ind,1,1.878,50,7.198,2,FALSE,0.633333333,disagree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,5,grp,2,1.101,100,2.236,2,TRUE,0.671428571,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,6,ind,1,4.804,100,1.545,1,TRUE,0.814285714,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,6,grp,1,0.342,100,1.604,1,TRUE,0.819047619,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,7,ind,2,2.814,50,1.805,2,TRUE,0.70952381,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,7,grp,2,0.412,50,1.705,2,TRUE,0.70952381,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,8,ind,1,3.583,50,1.624,1,TRUE,0.747619048,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,8,grp,1,0.258,50,NA,1,TRUE,0.766666667,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,9,ind,1,4.195,100,1.274,1,TRUE,0.671428571,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,9,grp,1,0.16,100,NA,1,TRUE,0.676190476,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,10,ind,2,4.21,100,1.886,2,TRUE,0.838095238,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158b,158,b,High,Isolated,10,grp,2,0.254,100,1.309,2,TRUE,0.833333333,agree,0,1,0,23,68.33333333,81.83333333,70,86.2,66.66666667,77.46666667,4,4,3.25,3.25,2
158a,158,a,High,Isolated,1,ind,1,6.101,50,2.356,2,FALSE,0.638095238,agree,0,1,1,18,86.66666667,78.95,80,85.5,93.33333333,72.4,3.75,3.5,2.5,3.75,3
158a,158,a,High,Isolated,1,grp,1,3.739,50,3.237,2,FALSE,0.628571429,agree,0,1,1,18,86.66666667,78.95,80,85.5,93.33333333,72.4,3.75,3.5,2.5,3.75,3
158a,158,a,High,Isolated,2,ind,1,7.126,50,2.975,1,TRUE,0.723809524,agree,0,1,1,18,86.66666667,78.95,80,85.5,93.33333333,72.4,3.75,3.5,2.5,3.75,3
158a,158,a,High,Isolated,2,grp,1,1.524,50,3.288,1,TRUE,0.738095238,agree,0,1,1,18,86.66666667,78.95,80,85.5,93.33333333,72.4,3.75,3.5,2.5,3.75,3
